% Spectrum for month 8, day 17.
%
% The first column contains the channel number (0-8191)
% and the second contains the number of counts in that channel.
%
% E1 = 0.8159 MeV
% E2 = 0.9848 MeV
% E3 = 2.5207 MeV
%
0	291
1	332
2	294
3	303
4	307
5	287
6	315
7	308
8	334
9	319
10	301
11	300
12	305
13	328
14	362
15	324
16	305
17	335
18	314
19	340
20	323
21	320
22	295
23	308
24	342
25	345
26	326
27	320
28	348
29	368
30	294
31	305
32	321
33	354
34	325
35	315
36	332
37	337
38	323
39	327
40	313
41	356
42	341
43	324
44	364
45	322
46	338
47	349
48	323
49	337
50	371
51	353
52	333
53	414
54	348
55	343
56	331
57	329
58	341
59	334
60	347
61	374
62	362
63	351
64	327
65	361
66	361
67	355
68	346
69	362
70	353
71	331
72	362
73	378
74	355
75	357
76	349
77	360
78	356
79	367
80	333
81	313
82	394
83	387
84	387
85	375
86	380
87	348
88	352
89	383
90	354
91	389
92	362
93	365
94	368
95	350
96	417
97	360
98	359
99	390
100	401
101	381
102	396
103	376
104	399
105	358
106	396
107	378
108	387
109	382
110	402
111	410
112	399
113	418
114	407
115	390
116	396
117	407
118	390
119	424
120	357
121	361
122	385
123	405
124	403
125	410
126	401
127	425
128	417
129	394
130	369
131	448
132	413
133	401
134	421
135	414
136	456
137	385
138	384
139	428
140	399
141	428
142	407
143	448
144	415
145	432
146	406
147	456
148	420
149	450
150	412
151	413
152	449
153	484
154	452
155	383
156	434
157	456
158	452
159	410
160	443
161	460
162	449
163	410
164	404
165	426
166	410
167	439
168	446
169	433
170	456
171	446
172	451
173	437
174	466
175	423
176	454
177	475
178	431
179	433
180	473
181	457
182	439
183	469
184	434
185	439
186	465
187	491
188	487
189	459
190	500
191	454
192	455
193	446
194	447
195	417
196	492
197	469
198	467
199	467
200	476
201	461
202	505
203	434
204	399
205	511
206	482
207	474
208	456
209	448
210	473
211	504
212	469
213	466
214	478
215	473
216	489
217	498
218	503
219	461
220	494
221	519
222	473
223	486
224	485
225	417
226	513
227	503
228	462
229	472
230	506
231	512
232	493
233	450
234	511
235	511
236	508
237	519
238	509
239	520
240	507
241	532
242	537
243	491
244	482
245	521
246	496
247	555
248	499
249	522
250	515
251	514
252	572
253	497
254	500
255	532
256	506
257	516
258	546
259	535
260	510
261	499
262	486
263	511
264	530
265	548
266	521
267	533
268	551
269	534
270	527
271	498
272	524
273	524
274	500
275	514
276	546
277	521
278	532
279	590
280	527
281	531
282	515
283	555
284	548
285	581
286	528
287	579
288	553
289	540
290	567
291	525
292	582
293	543
294	561
295	550
296	584
297	506
298	569
299	588
300	502
301	525
302	558
303	561
304	543
305	528
306	548
307	581
308	558
309	603
310	549
311	597
312	578
313	548
314	552
315	555
316	576
317	570
318	562
319	600
320	575
321	555
322	573
323	590
324	582
325	568
326	590
327	539
328	589
329	633
330	603
331	568
332	525
333	581
334	572
335	599
336	610
337	601
338	589
339	595
340	637
341	604
342	574
343	571
344	629
345	608
346	542
347	600
348	554
349	589
350	621
351	593
352	624
353	614
354	629
355	595
356	599
357	596
358	631
359	602
360	662
361	630
362	611
363	559
364	619
365	639
366	629
367	605
368	608
369	618
370	597
371	597
372	617
373	579
374	613
375	653
376	619
377	575
378	603
379	625
380	671
381	616
382	585
383	623
384	596
385	634
386	579
387	619
388	631
389	677
390	676
391	674
392	622
393	638
394	601
395	651
396	651
397	658
398	639
399	609
400	676
401	674
402	626
403	685
404	625
405	616
406	659
407	663
408	647
409	630
410	622
411	650
412	655
413	655
414	632
415	617
416	663
417	653
418	668
419	680
420	704
421	631
422	677
423	695
424	641
425	678
426	657
427	622
428	652
429	643
430	630
431	655
432	658
433	689
434	634
435	701
436	696
437	652
438	715
439	669
440	727
441	678
442	677
443	714
444	730
445	669
446	657
447	726
448	694
449	711
450	688
451	664
452	673
453	656
454	669
455	738
456	671
457	678
458	712
459	718
460	716
461	662
462	724
463	667
464	680
465	704
466	728
467	691
468	729
469	696
470	762
471	676
472	713
473	724
474	734
475	732
476	720
477	719
478	713
479	753
480	697
481	746
482	748
483	724
484	758
485	693
486	732
487	742
488	716
489	783
490	773
491	754
492	734
493	739
494	696
495	710
496	721
497	679
498	743
499	760
500	710
501	781
502	738
503	744
504	744
505	717
506	781
507	754
508	791
509	756
510	772
511	732
512	735
513	731
514	731
515	714
516	745
517	746
518	770
519	754
520	779
521	731
522	714
523	769
524	767
525	774
526	818
527	773
528	737
529	731
530	769
531	750
532	736
533	779
534	775
535	769
536	701
537	736
538	793
539	769
540	799
541	750
542	769
543	794
544	801
545	780
546	753
547	772
548	806
549	792
550	791
551	753
552	800
553	801
554	787
555	809
556	727
557	766
558	778
559	833
560	786
561	783
562	785
563	782
564	818
565	809
566	815
567	819
568	805
569	783
570	799
571	810
572	781
573	816
574	819
575	747
576	828
577	807
578	783
579	836
580	856
581	783
582	827
583	801
584	831
585	867
586	819
587	821
588	831
589	856
590	818
591	873
592	844
593	825
594	779
595	813
596	866
597	835
598	816
599	846
600	806
601	879
602	881
603	816
604	818
605	869
606	837
607	833
608	866
609	858
610	831
611	835
612	831
613	875
614	836
615	878
616	900
617	878
618	860
619	874
620	836
621	884
622	853
623	898
624	866
625	877
626	836
627	885
628	834
629	889
630	857
631	861
632	847
633	920
634	892
635	835
636	868
637	852
638	845
639	891
640	812
641	880
642	911
643	841
644	832
645	874
646	865
647	888
648	869
649	919
650	921
651	892
652	836
653	889
654	883
655	885
656	934
657	852
658	909
659	912
660	936
661	856
662	870
663	905
664	919
665	883
666	873
667	915
668	871
669	875
670	912
671	892
672	860
673	869
674	881
675	863
676	884
677	912
678	907
679	915
680	887
681	908
682	890
683	857
684	953
685	891
686	932
687	912
688	855
689	902
690	921
691	922
692	951
693	929
694	896
695	951
696	982
697	979
698	917
699	949
700	939
701	882
702	969
703	913
704	907
705	936
706	979
707	913
708	921
709	983
710	913
711	880
712	878
713	931
714	933
715	937
716	970
717	946
718	1004
719	933
720	931
721	936
722	952
723	916
724	951
725	938
726	912
